IDCLI,CODBAI,NOMEBAI,CODCID,NOMECID,CODUF,UF,PESOBRUTO,DEVOLUCAO,RECENCIA,FREQUENCIA,MONETARY
676,5,SAO FRANCISCO,994,PORTO SEGURO,6,BA,26695,"R$ 0,00",796,37,"R$ 28.989,26"
678,18646,WALDIR FURTADO DE AMORIM,1904,CACHOEIRO DE ITAPEMIRIM,16,ES,71,"R$ 0,00",1822,1,"R$ 616,58"
679,1675,BARRAMARES,2107,VILA VELHA,16,ES,80,"R$ 0,00",1736,3,"R$ 1.151,40"
680,18735,BARROLANDIA,467,BELMONTE,6,BA,44306,"R$ 298,45",40,135,"R$ 58.825,90"
681,1,CENTRO,1952,IBITIRAMA,16,ES,30469,"R$ 1.648,90",7,539,"R$ 127.964,47"
682,1513,SERRA DOURADA II,2091,SERRA,16,ES,35817,"R$ 568,47",768,312,"R$ 160.902,32"
683,1,CENTRO,467,BELMONTE,6,BA,22690,"R$ 248,60",860,67,"R$ 43.897,80"
684,18647,CENTRO/GUAIU,1042,SANTA CRUZ CABRALIA,6,BA,42069,"R$ 1.826,08",5,146,"R$ 144.384,04"
685,1,CENTRO,1959,IRUPI,16,ES,1085,"R$ 0,00",1121,30,"R$ 8.690,04"
687,648,JARDIM CARAIPE,1127,TEIXEIRA DE FREITAS,6,BA,210456,"R$ 168,74",5,415,"R$ 223.895,36"
690,278,SAO SEBASTIAO,998,PRADO,6,BA,78705,"R$ 111,55",26,346,"R$ 82.553,71"
692,36,CONQUISTA,2111,VITORIA,16,ES,282,"R$ 0,00",120,21,"R$ 2.754,96"
693,1,CENTRO,1866,AGUA DOCE DO NORTE,16,ES,29098,"R$ 920,00",21,120,"R$ 52.800,93"
696,18648,ARRAIAL D' AJUDA,994,PORTO SEGURO,6,BA,56373,"R$ 1.992,54",15,282,"R$ 180.274,80"
700,1157,GUAXINDIBA,1882,ARACRUZ,16,ES,2901,"R$ 1.341,49",9,115,"R$ 22.057,51"
702,39,BELA VISTA,1882,ARACRUZ,16,ES,45805,"R$ 0,00",16,236,"R$ 83.610,58"
704,1,CENTRO,753,ITAMARAJU,6,BA,28301,"R$ 615,96",1393,89,"R$ 44.519,49"
706,310,PITANGA,2091,SERRA,16,ES,3753,"R$ 0,00",14,41,"R$ 7.319,45"
709,786,BONSUCESSO,2083,SAO MATEUS,16,ES,3800,"R$ 0,00",1801,10,"R$ 7.020,97"
710,650,SAO LOURENCO,1127,TEIXEIRA DE FREITAS,6,BA,858,"R$ 0,00",1710,4,"R$ 3.813,60"
712,18704,IRMAOS FERNANDES,1905,BARRA SAO FRANCISCO,16,ES,2531,"R$ 0,00",1675,8,"R$ 8.986,34"
713,225,SANTA RITA,1127,TEIXEIRA DE FREITAS,6,BA,107906,"R$ 833,10",5,512,"R$ 500.575,55"
714,18617,FILOMENA,2011,NOVA VENECIA,16,ES,1079,"R$ 0,00",19,61,"R$ 12.344,43"
715,1626,PRAIA DE ITAPARICA,2107,VILA VELHA,16,ES,1002,"R$ 0,00",1805,3,"R$ 300,00"
716,1588,NOVA ZELANDIA,2091,SERRA,16,ES,683,"R$ 0,00",1727,7,"R$ 5.580,00"
723,4046,ZONA RURAL,1995,MARECHAL FLORIANO,16,ES,1217,"R$ 0,00",100,50,"R$ 13.577,51"
724,1558,BOA VISTA II,2091,SERRA,16,ES,38111,"R$ 19.250,00",42,124,"R$ 313.856,48"
726,1564,VISTA DA SERRA II,2091,SERRA,16,ES,66023,"R$ 15.992,07",6,424,"R$ 560.513,95"
727,100,SANTA LUCIA,2111,VITORIA,16,ES,220,"R$ 0,00",1792,6,"R$ 1.962,18"
730,369,AEROPORTO,1904,CACHOEIRO DE ITAPEMIRIM,16,ES,123381,"R$ 63,20",21,508,"R$ 201.937,01"
731,1,CENTRO,1042,SANTA CRUZ CABRALIA,6,BA,47887,"R$ 0,00",1136,161,"R$ 126.600,91"
733,1525,JARDIM DA SERRA,2091,SERRA,16,ES,3373,"R$ 0,00",26,234,"R$ 47.345,52"
734,1,CENTRO,10077,SANTA MARIA DE JETIBA,16,ES,2485,"R$ 0,00",516,31,"R$ 16.903,49"
735,1698,PARQUE MOSCOSO,2111,VITORIA,16,ES,49,"R$ 0,00",1905,8,"R$ 289,30"
737,1572,PLANALTO DE CARAPINA,2091,SERRA,16,ES,208,"R$ 0,00",1570,8,"R$ 1.765,37"
738,18651,DISTRITO SAO JOSE DE FRUTEIRAS,2098,VARGEM ALTA,16,ES,3185,"R$ 0,00",43,63,"R$ 16.360,56"
739,18630,NOSSA SENHORA DA PENHA,2107,VILA VELHA,16,ES,591,"R$ 0,00",1364,9,"R$ 1.768,90"
740,18627,SEDE,904,MUCURI,6,BA,5024,"R$ 0,00",433,19,"R$ 7.163,66"
742,18618,SANTO ANTONIO DO CANAA,2059,SANTA TERESA,16,ES,149,"R$ 0,00",1541,4,"R$ 1.280,88"
743,8911,PORTO DA PEDRA,7173,SAO GONCALO,7,RJ,176,"R$ 0,00",1815,6,"R$ 2.093,81"
744,1639,COBILANDIA,2107,VILA VELHA,16,ES,92821,"R$ 2.908,32",44,396,"R$ 164.172,84"
745,9322,IZABEL,1929,DOMINGOS MARTINS,16,ES,7147,"R$ 0,00",5,92,"R$ 28.150,18"
747,1,CENTRO,1991,LINHARES,16,ES,851,"R$ 0,00",973,55,"R$ 7.574,58"
749,4100,GRAMA,1864,AFONSO CLAUDIO,16,ES,23827,"R$ 81,20",5,181,"R$ 52.958,04"
750,4100,GRAMA,1864,AFONSO CLAUDIO,16,ES,42013,"R$ 0,00",1070,60,"R$ 28.226,89"
752,1151,JEQUITIBA,1882,ARACRUZ,16,ES,697,"R$ 0,00",432,8,"R$ 1.499,29"
756,1618,CRISTOVAO COLOMBO,2107,VILA VELHA,16,ES,11411,"R$ 183,84",6,479,"R$ 153.892,96"
757,1,CENTRO,1982,JAGUARE,16,ES,49996,"R$ 137,50",15,379,"R$ 158.775,41"
759,1644,VILA BATISTA,2107,VILA VELHA,16,ES,64,"R$ 0,00",1706,5,"R$ 582,06"
760,4046,ZONA RURAL,5310,BONITO,10,PE,10615,"R$ 0,00",14,73,"R$ 130.115,84"
761,1,CENTRO,1931,DORES DO RIO PRETO,16,ES,59121,"R$ 391,70",141,165,"R$ 140.593,91"
762,18627,SEDE,467,BELMONTE,6,BA,8488,"R$ 0,00",1294,45,"R$ 8.713,75"
763,328,DINA BORGES,630,EUNAPOLIS,6,BA,8036,"R$ 0,00",65,64,"R$ 31.372,54"
765,1634,ATAIDE,2107,VILA VELHA,16,ES,466,"R$ 0,00",1562,6,"R$ 913,40"
766,13346,ITAPARICA,2107,VILA VELHA,16,ES,162,"R$ 0,00",576,11,"R$ 1.456,56"
767,1527,SAO PATRICIO,2091,SERRA,16,ES,1466,"R$ 33,09",163,67,"R$ 12.123,93"
769,1624,PRAIA DA COSTA,2107,VILA VELHA,16,ES,23540,"R$ 990,61",1532,63,"R$ 81.297,03"
770,1,CENTRO,2107,VILA VELHA,16,ES,1987,"R$ 946,00",1073,33,"R$ 6.607,42"
771,39,BELA VISTA,1882,ARACRUZ,16,ES,214,"R$ 0,00",1092,9,"R$ 1.837,89"
775,1684,ENSEADA DO SUA,2111,VITORIA,16,ES,7097,"R$ 0,00",1526,34,"R$ 15.402,79"
776,399,FATIMA,1882,ARACRUZ,16,ES,359,"R$ 0,00",35,7,"R$ 2.303,60"
777,1563,CIVIT II,2091,SERRA,16,ES,16601,"R$ 0,00",5,121,"R$ 74.731,91"
780,1622,VALE ENCANTADO,2107,VILA VELHA,16,ES,704,"R$ 0,00",1702,19,"R$ 6.581,75"
784,10312,SAO RAFAEL,2100,VENDA NOVA IMIGRANTE,16,ES,132207,"R$ 3.090,78",96,537,"R$ 254.372,82"
814,1606,BOA VISTA I,2107,VILA VELHA,16,ES,3924,"R$ 0,00",653,55,"R$ 7.856,46"
815,18846,VILA JETIBA ,10077,SANTA MARIA DE JETIBA,16,ES,229,"R$ 0,00",1892,2,"R$ 1.903,25"
817,18659,RUBIA,2011,NOVA VENECIA,16,ES,5254,"R$ 246,64",9,165,"R$ 37.446,71"
819,1505,JARDIM LIMOEIRO,2091,SERRA,16,ES,642,"R$ 163,92",35,43,"R$ 5.535,74"
822,18704,IRMAOS FERNANDES,1905,BARRA SAO FRANCISCO,16,ES,38388,"R$ 755,79",9,251,"R$ 130.751,12"
825,182,SANTO ANTONIO,2043,RIO BANANAL,16,ES,13160,"R$ 1.885,00",51,195,"R$ 90.627,04"
831,18749,BARRA DO ITAPEMIRIM,1994,MARATAIZES,16,ES,477,"R$ 0,00",1759,21,"R$ 4.301,06"
836,1568,PLANALTO SERRANO BLOCO A,2091,SERRA,16,ES,4292,"R$ 0,00",587,34,"R$ 6.395,13"
839,18843,CARIBE ITABATA,904,MUCURI,6,BA,25503,"R$ 158,23",6,117,"R$ 22.315,65"
840,1630,SOTECO,2107,VILA VELHA,16,ES,74,"R$ 0,00",1891,2,"R$ 386,68"
844,1696,PRAIA DO CANTO,2111,VITORIA,16,ES,7820,"R$ 0,00",1485,12,"R$ 4.734,20"
846,1692,JESUS DE NAZARETH,2111,VITORIA,16,ES,460,"R$ 0,00",19,38,"R$ 4.191,40"
848,1,CENTRO,1876,ANCHIETA,16,ES,9026,"R$ 509,20",7,246,"R$ 46.744,03"
850,18741,FREI CALIXTO,994,PORTO SEGURO,6,BA,11930,"R$ 1.757,01",201,32,"R$ 14.253,97"
855,1,CENTRO,2031,PONTO BELO,16,ES,11894,"R$ 0,00",14,183,"R$ 75.277,08"
865,18856,SAO JOSE DE FRUTEIRAS,2098,VARGEM ALTA,16,ES,71666,"R$ 58,24",37,395,"R$ 121.616,58"
867,1,CENTRO,1985,JOAO NEIVA,16,ES,3968,"R$ 0,00",194,102,"R$ 34.812,70"
869,18654,NOVA CARAIVA,994,PORTO SEGURO,6,BA,21816,"R$ 1.959,08",85,71,"R$ 40.850,58"
870,18655,VILA REAL SEDE,1996,MARILANDIA,16,ES,371,"R$ 0,00",1514,6,"R$ 2.040,17"
871,1706,SOLON BORGES,2111,VITORIA,16,ES,671,"R$ 0,00",616,26,"R$ 5.976,54"
874,1,CENTRO,2031,PONTO BELO,16,ES,11421,"R$ 0,00",127,115,"R$ 34.497,59"
875,18656,PREFEITO RAUL GIUBERTI,1915,COLATINA,16,ES,4277,"R$ 0,00",294,94,"R$ 59.255,75"
876,554,SANTA CRUZ,1991,LINHARES,16,ES,12498,"R$ 0,00",15,86,"R$ 16.568,98"
878,1537,NOVA CARAPINA I,2091,SERRA,16,ES,1110,"R$ 0,00",653,22,"R$ 4.789,46"
881,3886,PENHA,2059,SANTA TERESA,16,ES,1943,"R$ 0,00",147,51,"R$ 21.315,20"
891,1595,ALTEROSAS,2091,SERRA,16,ES,29510,"R$ 300,21",22,249,"R$ 61.467,37"
894,18832,CHAPADA GRANDE,2091,SERRA,16,ES,1714,"R$ 0,00",36,38,"R$ 18.769,27"
930,753,SAO BENTO,2088,SAO ROQUE DO CANAA,16,ES,36,"R$ 0,00",1514,3,"R$ 327,68"
931,1475,GURIRI SUL,2083,SAO MATEUS,16,ES,1849,"R$ 0,00",5,62,"R$ 21.905,24"
933,39,BELA VISTA,1882,ARACRUZ,16,ES,563,"R$ 0,00",1734,3,"R$ 2.301,00"
937,1707,TABUAZEIRO,2111,VITORIA,16,ES,407,"R$ 0,00",1078,20,"R$ 3.702,60"
939,4046,ZONA RURAL,1959,IRUPI,16,ES,191,"R$ 0,00",1693,3,"R$ 1.185,74"
942,1370,ESPLANADA,1913,CASTELO,16,ES,968,"R$ 0,00",1741,15,"R$ 6.893,46"
950,1522,DE FATIMA,2091,SERRA,16,ES,0,"R$ 0,00",133,33,"R$ 68.000,00"
953,1,CENTRO,2091,SERRA,16,ES,464,"R$ 0,00",1076,6,"R$ 1.344,16"
964,1689,VILA RUBIM,2111,VITORIA,16,ES,1055,"R$ 0,00",1842,8,"R$ 1.472,67"
987,1505,JARDIM LIMOEIRO,2091,SERRA,16,ES,332,"R$ 0,00",538,107,"R$ 3.048,84"
998,159,CIDADE NOVA,1994,MARATAIZES,16,ES,17190,"R$ 2.776,88",12,381,"R$ 140.512,53"
